report_number,local_case_number,agency_name,acrs_report_type,crash_date_time,hit_run,lane_number,number_of_lanes,nontraffic,off_road_description,at_fault,collision_type,weather,light,traffic_control,driver_substance_abuse,first_harmful_event,second_harmful_event,fixed_oject_struck,route_type,mile_point,mile_point_direction,lane_direction,direction,distance,distance_unit,road_grade,road_name,cross_street_type,cross_street_name,municipality,surface_condition,junction,intersection_type,intersection_area,road_alignment,road_condition,road_division,related_non_motorist,non_motorist_substance_abuse,lane_type
MCP24560084,230069744,Montgomery County Police,Property Damage Crash,2023-12-04T09:45:00.000,No,3,3,No,Missing,DRIVER,SAME DIRECTION SIDESWIPE,CLEAR,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,OTHER VEHICLE,Missing,Maryland (State),2.68,North,South,North,200.0,FEET,LEVEL,NEW HAMPSHIRE AVE,County,DILSTON RD,Missing,DRY,INTERSECTION RELATED,FOUR-WAY INTERSECTION,INTERSECTION RELATED,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
EJ7887003D,230069743,Gaithersburg Police Depar,Property Damage Crash,2023-12-04T09:30:00.000,No,0,4,No,Missing,DRIVER,SAME DIR REAR END,CLEAR,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,Missing,Missing,Maryland (State),14.02,North,North,North,0.0,FEET,LEVEL,S FREDERICK RD,Municipality,S SUMMIT AVE,GAITHERSBURG,DRY,INTERSECTION,FOUR-WAY INTERSECTION,INTERSECTION,STRAIGHT,SHOULDER DEFECT,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,RIGHT TURN LANE
MCP3268003G,230069727,Montgomery County Police,Property Damage Crash,2023-12-04T08:15:00.000,No,1,2,No,Missing,DRIVER,SAME DIRECTION LEFT TURN,CLEAR,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,OTHER VEHICLE,Missing,Maryland (State),6.0,North,South,North,0.0,FEET,LEVEL,NEW HAMPSHIRE AVE,County,JACKSON RD,Missing,DRY,INTERSECTION,T-INTERSECTION,INTERSECTION RELATED,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",Missing,Missing,Missing
MCP2516004L,230069724,Montgomery County Police,Property Damage Crash,2023-12-04T07:49:00.000,No,1,1,No,Missing,DRIVER,SAME DIR REAR END,CLOUDY,DAYLIGHT,NO CONTROLS,NONE DETECTED,OTHER VEHICLE,Missing,Missing,County,1.19,West,West,East,25.0,FEET,LEVEL,WISTERIA DR,Unknown,CIRCLE GATE DR,Missing,DRY,NON INTERSECTION,Missing,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",Missing,Missing,Missing
MCP31620052,230069722,Montgomery County Police,Property Damage Crash,2023-12-04T07:15:00.000,No,3,3,No,Missing,DRIVER,SAME DIR REAR END,CLEAR,DAYLIGHT,Missing,NONE DETECTED,OTHER VEHICLE,Missing,Missing,Maryland (State),0.455,North,South,North,0.0,FEET,GRADE DOWNHILL,16TH ST,Unknown,DIRECTIONAL CROSSOVER,Missing,DRY,NON INTERSECTION,Missing,Missing,CURVE LEFT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
MCP2799007J,230067185,Montgomery County Police,Property Damage Crash,2023-12-04T01:09:00.000,No,3,3,No,Missing,DRIVER,SAME DIRECTION SIDESWIPE,CLEAR,DARK LIGHTS ON,TRAFFIC SIGNAL,"ALCOHOL PRESENT, NONE DETECTED",OTHER VEHICLE,Missing,Missing,Maryland (State),4.64,North,South,North,0.0,FEET,LEVEL,GEORGIA AVE,County,RANDOLPH RD,Missing,DRY,INTERSECTION,FOUR-WAY INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",Missing,Missing,Missing
MCP3209004J,230069702,Montgomery County Police,Injury Crash,2023-12-04T00:04:00.000,No,1,1,No,Missing,UNKNOWN,HEAD ON,CLEAR,DARK LIGHTS ON,NO CONTROLS,"ALCOHOL PRESENT, NONE DETECTED",OTHER VEHICLE,FIXED OBJECT,MAILBOX,County,1.21,North,North,South,40.0,FEET,HILL CREST,OLD COLUMBIA PIKE,County,FALLING CREEK RD,Missing,WET,NON INTERSECTION,Missing,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",Missing,Missing,Missing
MCP30610029,230069704,Montgomery County Police,Property Damage Crash,2023-12-03T23:52:00.000,Yes,0,0,No,Missing,DRIVER,OTHER,CLOUDY,DARK LIGHTS ON,NO CONTROLS,ALCOHOL CONTRIBUTED,PARKED VEHICLE,PARKED VEHICLE,Missing,County,0.0,South,South,North,0.16,FEET,LEVEL,DAIRYMAID DR,Maryland (State),GREAT SENECA HWY,Missing,DRY,NON INTERSECTION,Missing,Missing,STRAIGHT,NO DEFECTS,Missing,Missing,Missing,Missing
MCP32080050,230069696,Montgomery County Police,Property Damage Crash,2023-12-03T22:50:00.000,No,2,3,No,Missing,DRIVER,SAME DIRECTION SIDESWIPE,CLEAR,DARK LIGHTS ON,NO CONTROLS,"ALCOHOL PRESENT, NONE DETECTED",OTHER VEHICLE,Missing,Missing,Maryland (State),0.31,North,North,South,100.0,FEET,LEVEL,GEORGIA AVE,County,SPRING ST,Missing,DRY,Missing,Missing,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
MCP3221002M,230069693,Montgomery County Police,Property Damage Crash,2023-12-03T22:09:00.000,No,0,1,No,Missing,DRIVER,SINGLE VEHICLE,FOGGY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,FIXED OBJECT,Missing,CURB,County,1.65,East,East,West,50.0,FEET,HILL UPHILL,MONTROSE RD,Municipality,TOWER OAKS BLVD,ROCKVILLE,WET,INTERSECTION RELATED,T-INTERSECTION,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,RIGHT TURN LANE
MCP23450011,230069667,Montgomery County Police,Property Damage Crash,2023-12-03T19:30:00.000,No,1,1,No,Missing,DRIVER,SINGLE VEHICLE,FOGGY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,FIXED OBJECT,Missing,TREE SHRUBBERY,County,1.31,North,South,North,0.2,MILE,GRADE DOWNHILL,PINEY MEETINGHOUSE RD,County,PINEY GLEN LA,Missing,WET,NON INTERSECTION,Missing,Missing,CURVE RIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",Missing,Missing,Missing
MCP219800F1,230069679,Montgomery County Police,Injury Crash,2023-12-03T19:14:00.000,No,1,3,No,Missing,DRIVER,HEAD ON LEFT TURN,RAINING,DARK LIGHTS ON,TRAFFIC SIGNAL,Missing,OTHER VEHICLE,Missing,Missing,County,3.46,North,North,North,0.0,FEET,LEVEL,SHADY GROVE RD,Municipality,GAITHER RD,ROCKVILLE,WET,INTERSECTION,FOUR-WAY INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
DM8494003L,230069675,Takoma Park Police Depart,Property Damage Crash,2023-12-03T19:07:00.000,No,2,3,No,Missing,DRIVER,SAME DIR REAR END,CLEAR,DARK LIGHTS ON,TRAFFIC SIGNAL,"N/A, UNKNOWN",OTHER VEHICLE,OTHER VEHICLE,Missing,Maryland (State),6.58,East,East,East,100.0,FEET,LEVEL,UNIVERSITY BLVD E,Maryland (State),CARROLL AVE,Missing,WET,INTERSECTION RELATED,FOUR-WAY INTERSECTION,INTERSECTION RELATED,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",Missing,Missing,Missing
MCP2674004L,230069674,Montgomery County Police,Property Damage Crash,2023-12-03T19:05:00.000,No,1,3,No,Missing,UNKNOWN,HEAD ON LEFT TURN,FOGGY,DARK NO LIGHTS,TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,Missing,Missing,Maryland (State),19.26,North,South,North,0.0,FEET,LEVEL,FREDERICK RD,County,SHAKESPEARE BLVD,Missing,WET,INTERSECTION,FOUR-WAY INTERSECTION,INTERSECTION,STRAIGHT,Missing,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
MCP3163006C,230069672,Montgomery County Police,Property Damage Crash,2023-12-03T18:47:00.000,No,2,3,No,Missing,DRIVER,SAME DIR REAR END,CLEAR,DARK LIGHTS ON,TRAFFIC SIGNAL,Missing,OTHER VEHICLE,OTHER VEHICLE,Missing,Maryland (State),4.5,North,South,North,0.0,FEET,LEVEL,ROCKVILLE PIKE,County,TUCKERMAN LA,Missing,WET,INTERSECTION,FOUR-WAY INTERSECTION,INTERSECTION,STRAIGHT,Missing,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
MCP2291007B,230069673,Montgomery County Police,Injury Crash,2023-12-03T18:39:00.000,No,2,3,No,Missing,DRIVER,STRAIGHT MOVEMENT ANGLE,CLEAR,DARK NO LIGHTS,TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,Missing,Missing,Maryland (State),11.26,East,West,East,0.0,FEET,LEVEL,RIVER RD,County,SEVEN LOCKS RD,Missing,DRY,INTERSECTION,FOUR-WAY INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
MCP2159001J,230069664,Montgomery County Police,Injury Crash,2023-12-03T18:11:00.000,No,2,2,No,Missing,DRIVER,SAME DIR REAR END,RAINING,DARK NO LIGHTS,TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,OTHER VEHICLE,Missing,Maryland (State),6.05,North,South,North,100.0,FEET,LEVEL,GERMANTOWN RD,Unknown,CROSSOVER,Missing,WET,INTERSECTION RELATED,T-INTERSECTION,INTERSECTION RELATED,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
MCP3352001C,230069660,Montgomery County Police,Property Damage Crash,2023-12-03T17:33:00.000,No,1,1,No,Missing,DRIVER,SAME DIR REAR END,CLOUDY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,OTHER VEHICLE,Missing,Missing,Maryland (State),9.8,East,West,East,100.0,FEET,HILL UPHILL,CLOPPER RD,Unknown,GAME PRESERVE RD,Missing,WET,NON INTERSECTION,Missing,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",Missing,Missing,Missing
MCP91480006,230069650,Montgomery County Police,Property Damage Crash,2023-12-03T16:07:00.000,No,1,3,No,Missing,DRIVER,SAME DIR REAR END,CLOUDY,DAYLIGHT,NO CONTROLS,"N/A, NONE DETECTED",OTHER VEHICLE,OTHER VEHICLE,Missing,Maryland (State),3.56,North,North,North,30.0,FEET,HILL UPHILL,CONNECTICUT AVE,Municipality,FRANKLIN ST,CHEVY CHASE VIEW,WET,NON INTERSECTION,Missing,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
DD56510043,230069646,Rockville Police Departme,Property Damage Crash,2023-12-03T16:03:00.000,No,2,3,No,Missing,DRIVER,SINGLE VEHICLE,RAINING,DAYLIGHT,NO CONTROLS,NONE DETECTED,FIXED OBJECT,FIXED OBJECT,GUARDRAIL OR BARRIER,Maryland (State),20.42,East,East,West,100.0,FEET,LEVEL,W MONTGOMERY AVE,County,DARNESTOWN RD,Missing,WET,Missing,Missing,Missing,CURVE LEFT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
MCP3245004T,230069642,Montgomery County Police,Property Damage Crash,2023-12-03T15:29:00.000,No,2,2,No,Missing,DRIVER,SINGLE VEHICLE,CLEAR,DAYLIGHT,NO CONTROLS,NONE DETECTED,FIXED OBJECT,Missing,LIGHT SUPPORT POLE,County,0.988,North,North,South,0.25,MILE,LEVEL,AIRPARK RD,County,STRATOS LA,Missing,WET,NON INTERSECTION,Missing,Missing,CURVE LEFT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",Missing,Missing,Missing
MCP3022005M,230069640,Montgomery County Police,Property Damage Crash,2023-12-03T15:13:00.000,No,1,2,No,Missing,DRIVER,SAME DIR REAR END,CLOUDY,DAYLIGHT,OTHER,Missing,OTHER VEHICLE,Missing,Missing,Maryland (State),18.65,North,North,North,30.0,FEET,HILL UPHILL,FREDERICK RD,County,OXBRIDGE DR,Missing,WET,INTERSECTION RELATED,OTHER,INTERSECTION RELATED,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
MCP3148005R,230069644,Montgomery County Police,Property Damage Crash,2023-12-03T14:57:00.000,No,0,3,No,Missing,DRIVER,SAME DIRECTION SIDESWIPE,CLOUDY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,Missing,Missing,Maryland (State),0.06,North,North,North,0.0,FEET,LEVEL,WISCONSIN AVE,County,WILLARD AVE,Missing,WET,INTERSECTION,FOUR-WAY INTERSECTION,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,LEFT TURN LANE
MCP31290087,230069631,Montgomery County Police,Injury Crash,2023-12-03T14:13:00.000,No,3,3,No,Missing,DRIVER,STRAIGHT MOVEMENT ANGLE,CLOUDY,DAYLIGHT,NO CONTROLS,NONE DETECTED,OTHER VEHICLE,Missing,Missing,County,2.45,East,West,East,0.0,FEET,HILL UPHILL,RANDOLPH RD,County,GOODHILL RD,Missing,WET,INTERSECTION,FOUR-WAY INTERSECTION,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
DD5665001V,230071038,Rockville Police Departme,Property Damage Crash,2023-12-03T11:40:00.000,Yes,1,1,No,Missing,DRIVER,SINGLE VEHICLE,Missing,DARK LIGHTS ON,NO CONTROLS,Missing,FIXED OBJECT,Missing,LIGHT SUPPORT POLE,Other Public Roadway,0.0,South,South,South,0.0,UNKNOWN,LEVEL,ASHLEIGH WOODS CT,Municipality,BALTIMORE RD,ROCKVILLE,Missing,NON INTERSECTION,Missing,Missing,UNKNOWN,NO DEFECTS,ONE-WAY TRAFFICWAY,Missing,Missing,Missing
MCP24560083,230069601,Montgomery County Police,Property Damage Crash,2023-12-03T11:00:00.000,No,3,4,No,Missing,DRIVER,STRAIGHT MOVEMENT ANGLE,RAINING,DAYLIGHT,NO CONTROLS,NONE DETECTED,OTHER VEHICLE,OTHER VEHICLE,Missing,Interstate (State),12.57,East,West,East,100.0,FEET,LEVEL,CAPITAL BELTWAY,Ramp,RAMP 1 FR MD 193 NB TO IS 495 WB,Missing,WET,INTERCHANGE RELATED,OTHER,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
EJ7837007H,230069603,Gaithersburg Police Depar,Property Damage Crash,2023-12-03T10:10:00.000,Yes,2,2,No,Missing,DRIVER,SAME DIR REAR END,CLOUDY,DAYLIGHT,NO CONTROLS,Missing,OTHER VEHICLE,Missing,Missing,Municipality,0.09,West,North,West,20.0,FEET,LEVEL,SAYBROOKE OAKS BLVD,Municipality,SAYBROOKE VIEW DR,GAITHERSBURG,DRY,NON INTERSECTION,Missing,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
MCP2756005G,230069593,Montgomery County Police,Injury Crash,2023-12-03T10:05:00.000,No,3,3,No,Missing,DRIVER,SAME DIRECTION SIDESWIPE,RAINING,DAYLIGHT,NO CONTROLS,NONE DETECTED,OTHER VEHICLE,FIXED OBJECT,CURB,Maryland (State),8.82,North,North,South,400.0,FEET,LEVEL,GEORGIA AVE,Maryland (State),NORBECK RD,Missing,WET,NON INTERSECTION,Missing,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
DD56640016,230069590,Rockville Police Departme,Property Damage Crash,2023-12-03T09:30:00.000,No,0,0,No,Missing,DRIVER,OTHER,RAINING,DAYLIGHT,Missing,NONE DETECTED,FIXED OBJECT,FIXED OBJECT,BUILDING,Municipality,0.51,West,Unknown,East,1.0,FEET,DIP SAG,CONGRESSIONAL LA,Municipality,ROLLINS AVE,ROCKVILLE,WET,Missing,Missing,Missing,STRAIGHT,Missing,OTHER,Missing,Missing,Missing
MCP2203007Q,230069585,Montgomery County Police,Injury Crash,2023-12-03T08:30:00.000,No,1,1,No,Missing,DRIVER,SINGLE VEHICLE,RAINING,DAYLIGHT,STOP SIGN,NONE DETECTED,OTHER OBJECT,Missing,GUARDRAIL OR BARRIER,Government,0.0,South,North,North,0.0,FEET,LEVEL,BEACH DR,Government,GARRETT PARK RD,Missing,WET,INTERSECTION RELATED,T-INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",Missing,Missing,Missing
MCP289100CS,230069583,Montgomery County Police,Injury Crash,2023-12-03T07:03:00.000,No,2,4,No,Missing,UNKNOWN,SINGLE VEHICLE,RAINING,DARK -- UNKNOWN LIGHTING,Missing,NONE DETECTED,FIXED OBJECT,Missing,GUARDRAIL OR BARRIER,Interstate (State),10.44,East,West,East,50.0,FEET,LEVEL,CAPITAL BELTWAY,Unknown,EXIT #31,Missing,WET,Missing,Missing,Missing,STRAIGHT,Missing,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
MCP3257006Q,230069579,Montgomery County Police,Property Damage Crash,2023-12-03T02:50:00.000,No,1,2,No,Missing,DRIVER,SAME DIR REAR END,RAINING,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,OTHER VEHICLE,Missing,Missing,Maryland (State),6.18,North,North,South,15.0,FEET,LEVEL,BRADLEY BLVD,County,OFFUTT LA,Missing,WET,NON INTERSECTION,Missing,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
MCP271700YC,230069574,Montgomery County Police,Injury Crash,2023-12-03T01:32:00.000,No,1,3,No,Missing,DRIVER,OTHER,RAINING,DARK LIGHTS ON,TRAFFIC SIGNAL,UNKNOWN,OTHER VEHICLE,FIXED OBJECT,GUARDRAIL OR BARRIER,Maryland (State),3.65,East,West,East,0.0,FEET,LEVEL,SANDY SPRING RD,Ramp,RAMP 4 FR US 29 NB TO MD 198 EB,Missing,WET,INTERSECTION,FOUR-WAY INTERSECTION,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
MCP33580011,230069570,Montgomery County Police,Injury Crash,2023-12-03T00:30:00.000,Yes,2,2,No,Missing,DRIVER,SAME DIR REAR END,RAINING,DARK LIGHTS ON,FLASHING TRAFFIC SIGNAL,"ALCOHOL CONTRIBUTED, N/A",OTHER VEHICLE,Missing,Missing,Maryland (State),4.04,North,South,North,0.0,FEET,LEVEL,OLD GEORGETOWN RD,County,TUCKERMAN LA,Missing,WET,INTERSECTION,FOUR-WAY INTERSECTION,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
MCP3305002T,230069564,Montgomery County Police,Injury Crash,2023-12-03T00:26:00.000,No,1,1,No,Missing,DRIVER,HEAD ON,RAINING,DARK NO LIGHTS,NO CONTROLS,NONE DETECTED,OTHER VEHICLE,OTHER VEHICLE,Missing,Maryland (State),2.34,North,East,North,0.0,FEET,GRADE DOWNHILL,PINEY BRANCH RD,Other Public Roadway,CARROLL AVE,Missing,WET,Missing,Missing,Missing,CURVE LEFT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",Missing,Missing,Missing
MCP3285002D,230069567,Montgomery County Police,Property Damage Crash,2023-12-03T00:18:00.000,Yes,1,1,No,Missing,DRIVER,OTHER,RAINING,DARK LIGHTS ON,NO CONTROLS,Missing,PARKED VEHICLE,PARKED VEHICLE,Missing,County,1.04,East,West,West,0.3,MILE,LEVEL,MIDDLEBROOK RD,Unknown,WHITESADDLE DR,Missing,WET,NON INTERSECTION,Missing,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",Missing,Missing,Missing
MCP2118001T,230069568,Montgomery County Police,Property Damage Crash,2023-12-03T00:06:00.000,No,4,4,No,Missing,DRIVER,SAME DIR REAR END,RAINING,DARK NO LIGHTS,Missing,NONE DETECTED,OTHER VEHICLE,Missing,Missing,Maryland (State),1.18,North,North,South,900.0,FEET,LEVEL,RIDGE RD,County,SNOWDEN FARM PKWY (PROP),Missing,WET,Missing,Missing,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
EJ7870006J,230069566,Gaithersburg Police Depar,Injury Crash,2023-12-02T23:55:00.000,Yes,3,4,No,Missing,DRIVER,SAME DIR REAR END,RAINING,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,Missing,Missing,Maryland (State),0.0,North,North,North,0.0,FEET,LEVEL,GREAT SENECA HWY,Maryland (State),KEY WEST AVE,Missing,WET,INTERSECTION,FOUR-WAY INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
MCP28210030,230069561,Montgomery County Police,Property Damage Crash,2023-12-02T23:35:00.000,No,1,4,No,Missing,DRIVER,OTHER,FOGGY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,OFF ROAD,Missing,DITCH,County,0.0,North,South,South,0.3,MILE,LEVEL,AIRPARK RD,County,SHADY GROVE RD (BACK),Missing,WET,Missing,Missing,Missing,STRAIGHT,Missing,"TWO-WAY, NOT DIVIDED",Missing,Missing,Missing
MCP3014004B,230069563,Montgomery County Police,Property Damage Crash,2023-12-02T23:29:00.000,No,0,2,No,Missing,DRIVER,SAME DIR REAR END,FOGGY,DARK LIGHTS ON,TRAFFIC SIGNAL,"ALCOHOL PRESENT, NONE DETECTED",OTHER VEHICLE,Missing,Missing,County,0.33,West,East,West,100.0,FEET,LEVEL,ODENDHAL AVE,County,LOST KNIFE RD,Missing,WET,Missing,FOUR-WAY INTERSECTION,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",Missing,Missing,LEFT TURN LANE
MCP3305002S,230069553,Montgomery County Police,Property Damage Crash,2023-12-02T22:07:00.000,Yes,0,0,Yes,PARKING LOT OF 10212 NEW HAMPSHIRE AVE,DRIVER,UNKNOWN,CLOUDY,UNKNOWN,NO CONTROLS,UNKNOWN,OTHER VEHICLE,PARKED VEHICLE,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
MCP3351001V,230069550,Montgomery County Police,Injury Crash,2023-12-02T21:57:00.000,No,0,3,No,Missing,UNKNOWN,OTHER,FOGGY,DARK LIGHTS ON,TRAFFIC SIGNAL,"ALCOHOL PRESENT, NONE DETECTED",OTHER VEHICLE,OTHER VEHICLE,Missing,Maryland (State),2.33,East,Unknown,East,0.0,FEET,LEVEL,E RANDOLPH RD,Maryland (State),OLD COLUMBIA PIKE,Missing,DRY,INTERSECTION,FOUR-WAY INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",Missing,Missing,OTHER
EJ78840069,230069545,Gaithersburg Police Depar,Property Damage Crash,2023-12-02T20:53:00.000,No,1,3,No,Missing,DRIVER,SAME DIR REAR END,Missing,DARK LIGHTS ON,NO CONTROLS,"ALCOHOL PRESENT, N/A",OTHER VEHICLE,Missing,Missing,County,0.41,North,West,South,150.0,FEET,LEVEL,SAM EIG HWY,County,DIAMONDBACK DR,Missing,WET,NON INTERSECTION,Missing,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",Missing,Missing,Missing
MCP33280030,230069529,Montgomery County Police,Injury Crash,2023-12-02T19:13:00.000,No,0,2,No,Missing,DRIVER,ANGLE MEETS LEFT TURN,CLEAR,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,OFF ROAD,SIGN SUPPORT POLE,Maryland (State),9.225,North,North,North,0.0,FEET,LEVEL,GEORGIA AVE,Ramp,RAMP 5 FR MD 97 SB TO RP 4 (TO MD200 EB),Missing,DRY,INTERSECTION,FOUR-WAY INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",Missing,Missing,LEFT TURN LANE
MCP2708008K,230069522,Montgomery County Police,Property Damage Crash,2023-12-02T18:30:00.000,Yes,2,3,No,Missing,DRIVER,SAME DIR REAR END,CLOUDY,DARK LIGHTS ON,NO CONTROLS,"N/A, NONE DETECTED",OTHER VEHICLE,Missing,Missing,Maryland (State),6.105,East,East,West,10.0,FEET,LEVEL,UNIVERSITY BLVD E,Unknown,ENT TO BUSINESS,Missing,WET,NON INTERSECTION,Missing,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",Missing,Missing,Missing
MCP2160002V,230069525,Montgomery County Police,Property Damage Crash,2023-12-02T18:00:00.000,Yes,1,1,No,Missing,DRIVER,SINGLE VEHICLE,Missing,DARK LIGHTS ON,NO CONTROLS,Missing,FIXED OBJECT,FIXED OBJECT,SIGN SUPPORT POLE,County,1.01,West,East,West,0.0,FEET,GRADE DOWNHILL,STEDWICK RD,County,BATTLERIDGE PL,Missing,Missing,INTERSECTION,T-INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",Missing,Missing,Missing
MCP2286005Q,230069513,Montgomery County Police,Injury Crash,2023-12-02T17:45:00.000,No,2,3,No,Missing,DRIVER,HEAD ON LEFT TURN,CLEAR,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,OTHER VEHICLE,FIXED OBJECT,CURB,Maryland (State),7.45,North,North,North,0.0,FEET,LEVEL,ROCKVILLE PIKE,Unknown,ENT TO CONGRESSIONAL PLAZA,Missing,DRY,INTERSECTION RELATED,OTHER,Missing,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",Missing,Missing,Missing
MCP2203007P,230069514,Montgomery County Police,Property Damage Crash,2023-12-02T17:30:00.000,No,1,1,No,Missing,DRIVER,STRAIGHT MOVEMENT ANGLE,RAINING,DARK NO LIGHTS,Missing,NONE DETECTED,OTHER VEHICLE,Missing,Missing,Maryland (State),29.22,East,East,West,25.0,FEET,LEVEL,NORBECK RD,County,WOODS CENTER RD,Missing,WET,Missing,Missing,Missing,CURVE LEFT,Missing,"TWO-WAY, NOT DIVIDED",Missing,Missing,Missing
