report_number,local_case_number,agency_name,acrs_report_type,crash_date_time,off_road_description,collision_type,weather,light,traffic_control,driver_substance_abuse,person_id,driver_at_fault,injury_severity,circumstance,driver_distracted_by,drivers_license_state,vehicle_id,vehicle_damage_extent,vehicle_first_impact_location,vehicle_second_impact_location,vehicle_body_type,vehicle_movement,vehicle_continuing_dir,vehicle_going_dir,speed_limit,driverless_vehicle,parked_vehicle,vehicle_year,vehicle_make,vehicle_model,equipment_problems,route_type,road_name,cross_street_type,cross_street_name,municipality,surface_condition,related_non_motorist,non_motorist_substance_abuse
MCP3362002D,230071649,Montgomery County Police,Injury Crash,2023-12-14T09:38:00.000,,STRAIGHT MOVEMENT ANGLE,CLEAR,DAYLIGHT,STOP SIGN,NONE DETECTED,312DA3BE-FCA2-4B15-952A-12FE0E26F4F9,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,6B347884-A152-4467-B4BB-D3A142352DA7,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,ACCELERATING,East,East,25,No,No,2013,CHEV,EQUINOX,NO MISUSE,County,LOCKWOOD DR,County,NORTHWEST DR,N/A,DRY,,
MCP3362002D,230071649,Montgomery County Police,Injury Crash,2023-12-14T09:38:00.000,,STRAIGHT MOVEMENT ANGLE,CLEAR,DAYLIGHT,STOP SIGN,NONE DETECTED,9DC3DD74-83AC-4B01-B090-385B2A5C7379,No,SUSPECTED MINOR INJURY,N/A,NOT DISTRACTED,MD,398B4B9E-460B-458A-A377-99735C74CAC8,FUNCTIONAL,TEN OCLOCK,TEN OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,North,35,No,No,2015,SUBARU,FORESTER,NO MISUSE,County,LOCKWOOD DR,County,NORTHWEST DR,N/A,DRY,,
MCP285900FM,230071650,Montgomery County Police,Injury Crash,2023-12-14T09:30:00.000,,HEAD ON LEFT TURN,CLEAR,DAYLIGHT,NO CONTROLS,NONE DETECTED,5600CF9F-B2FC-4EBE-B270-BD8DFA64891B,Yes,NO APPARENT INJURY,N/A,OTHER DISTRACTION,MD,3415CC45-6340-429A-BA0A-9B43D2E2DD38,FUNCTIONAL,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,West,North,30,No,No,2011,JEEP,WRANGLER,NO MISUSE,Municipality,FIRSTFIELD RD,Municipality,QUINCE ORCHARD BLVD,GAITHERSBURG,DRY,,
MCP285900FM,230071650,Montgomery County Police,Injury Crash,2023-12-14T09:30:00.000,,HEAD ON LEFT TURN,CLEAR,DAYLIGHT,NO CONTROLS,NONE DETECTED,75D9943C-18EA-40B8-ACE9-02B2EA019901,No,POSSIBLE INJURY,N/A,NOT DISTRACTED,MD,67149E05-B0EE-4A9B-8BA9-43CBA874516A,DESTROYED,NINE OCLOCK,NINE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,South,30,No,No,2017,INFI,SUV,NO MISUSE,Municipality,FIRSTFIELD RD,Municipality,QUINCE ORCHARD BLVD,GAITHERSBURG,DRY,,
DD55670020,230071645,Rockville Police Departme,Property Damage Crash,2023-12-14T09:06:00.000,,SAME DIR REAR END,CLEAR,DAYLIGHT,N/A,NONE DETECTED,72FDB758-DF72-4553-A559-A7D37A6FCCC5,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,A2EB5B9E-A47B-43A6-A87F-51C6093555B2,DISABLING,ONE OCLOCK,ONE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,South,30,No,No,2017,FORD,SUV,NO MISUSE,Municipality,LEWIS AVE,Municipality,BROOKE DR,ROCKVILLE,DRY,,
EJ7887003K,230071642,Gaithersburg Police Depar,Injury Crash,2023-12-14T08:50:00.000,,HEAD ON LEFT TURN,CLEAR,DAYLIGHT,STOP SIGN,NONE DETECTED,7E5550EF-17F2-44BA-961D-167F845325BA,No,POSSIBLE INJURY,N/A,NOT DISTRACTED,MD,71BD4C59-1679-42BE-8F35-89E1CF95AAD9,FUNCTIONAL,NINE OCLOCK,NINE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,South,20,No,No,2018,HYUNDAI,SD,NO MISUSE,Maryland (State),W DIAMOND AVE,Municipality,BUREAU DR,GAITHERSBURG,DRY,,
EJ7887003K,230071642,Gaithersburg Police Depar,Injury Crash,2023-12-14T08:50:00.000,,HEAD ON LEFT TURN,CLEAR,DAYLIGHT,STOP SIGN,NONE DETECTED,46B6F115-C05A-4C57-B5B8-1E6028DCEAE4,Yes,POSSIBLE INJURY,N/A,LOOKED BUT DID NOT SEE,MD,15D14139-D9C1-4D29-95CF-0713EB75ED60,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,East,North,20,No,No,2020,CHEV,MALIBU,NO MISUSE,Maryland (State),W DIAMOND AVE,Municipality,BUREAU DR,GAITHERSBURG,DRY,,
MCP120500B8,230071634,Montgomery County Police,Property Damage Crash,2023-12-14T08:13:00.000,,SAME DIR REAR END,CLEAR,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,14241020-7106-4368-A8E6-A02A1AB9ED1F,No,NO APPARENT INJURY,"ICY OR SNOW-COVERED, N/A",NOT DISTRACTED,MD,9FBFA522-3F85-412E-BFC3-AAB39C5786AA,FUNCTIONAL,SIX OCLOCK,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,West,West,30,No,No,2021,TOYOTA,HIGHLANDER,NO MISUSE,Maryland (State),EAST WEST HWY,County,MEADOWBROOK LA,N/A,ICE,,
MCP120500B8,230071634,Montgomery County Police,Property Damage Crash,2023-12-14T08:13:00.000,,SAME DIR REAR END,CLEAR,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,67D62706-B088-44EC-8E9D-917C8AE14AAE,Yes,NO APPARENT INJURY,"ICY OR SNOW-COVERED, N/A",NOT DISTRACTED,MD,6DE4DD6E-9397-4B30-A3D6-488E6516170F,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,POLICE VEHICLE/EMERGENCY,SLOWING OR STOPPING,West,West,30,No,No,2007,TOYOTA,PRIUS,NO MISUSE,Maryland (State),EAST WEST HWY,County,MEADOWBROOK LA,N/A,ICE,,
MCP27710031,230071628,Montgomery County Police,Property Damage Crash,2023-12-14T08:01:00.000,,STRAIGHT MOVEMENT ANGLE,CLEAR,DAYLIGHT,NO CONTROLS,N/A,B8E8DF34-2486-46E9-81F4-22837C2D3977,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,DE23A70B-BC6D-4D81-AE59-314D26546620,DISABLING,FOUR OCLOCK,FOUR OCLOCK,PASSENGER CAR,MAKING LEFT TURN,South,West,40,No,No,2019,MERZ,E300,NO MISUSE,County,RANDOLPH RD,County,SHERWOOD FOREST DR,N/A,DRY,,
MCP27710031,230071628,Montgomery County Police,Property Damage Crash,2023-12-14T08:01:00.000,,STRAIGHT MOVEMENT ANGLE,CLEAR,DAYLIGHT,NO CONTROLS,N/A,8A198D1F-5123-411D-A0AB-5141FDEFB5B8,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,1DCD5BB9-E234-4F9E-BC88-FF24D0C55DF2,FUNCTIONAL,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,East,40,No,No,2007,HONDA,ACCORD,NO MISUSE,County,RANDOLPH RD,County,SHERWOOD FOREST DR,N/A,DRY,,
MCP2016007K,230071633,Montgomery County Police,Property Damage Crash,2023-12-14T07:52:00.000,,SAME DIR REAR END,CLEAR,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,1191EFAC-908D-4A1A-B6F6-0496C21835FC,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,AFD8D742-CC50-40D2-877F-A48A61E06472,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,South,40,No,No,2020,TOYT,SD,NO MISUSE,Maryland (State),FREDERICK RD,County,E GUDE DR,N/A,DRY,,
MCP2016007K,230071633,Montgomery County Police,Property Damage Crash,2023-12-14T07:52:00.000,,SAME DIR REAR END,CLEAR,DAYLIGHT,TRAFFIC SIGNAL,N/A,D3CF5B76-B652-4FD8-A34D-0138B178F0C5,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,C255311B-9899-424B-A5E2-7A7438518F77,FUNCTIONAL,SIX OCLOCK,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,South,South,40,No,No,2016,PORS,UT,NO MISUSE,Maryland (State),FREDERICK RD,County,E GUDE DR,N/A,DRY,,
MCP28440076,230071630,Montgomery County Police,Injury Crash,2023-12-14T07:50:00.000,,STRAIGHT MOVEMENT ANGLE,CLEAR,DAYLIGHT,NO CONTROLS,NONE DETECTED,8CADE459-E3A7-4F93-994C-06E703277F3A,No,SUSPECTED MINOR INJURY,N/A,NOT DISTRACTED,MD,4A9FAD74-E3AA-4938-9F48-0F6AA4AE4F9A,DESTROYED,TEN OCLOCK,TEN OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,South,35,No,No,1998,ACURA,INTEGRA,NO MISUSE,Maryland (State),CONNECTICUT AVE,County,DEAN RD,N/A,DRY,,
MCP28440076,230071630,Montgomery County Police,Injury Crash,2023-12-14T07:50:00.000,,STRAIGHT MOVEMENT ANGLE,CLEAR,DAYLIGHT,NO CONTROLS,NONE DETECTED,E0364B20-577F-4997-A010-D967C474880B,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,CEAED585-E41E-48B2-817C-89AD5FBACE21,DISABLING,EIGHT OCLOCK,EIGHT OCLOCK,PASSENGER CAR,ACCELERATING,Unknown,Unknown,15,No,No,2014,JEEP,CHEROKEE,NO MISUSE,Maryland (State),CONNECTICUT AVE,County,DEAN RD,N/A,DRY,,
MCP3091004G,230071626,Montgomery County Police,Injury Crash,2023-12-14T07:27:00.000,,SAME DIRECTION SIDESWIPE,CLEAR,DAYLIGHT,NO CONTROLS,N/A,361A40B4-2C15-4684-9EDB-E13CE625EF58,Yes,POSSIBLE INJURY,"ICY OR SNOW-COVERED, N/A",NOT DISTRACTED,NY,EC4D0728-B98D-4A61-9A24-8E6A1D93A5B2,DISABLING,ELEVEN OCLOCK,ELEVEN OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,South,40,No,No,2022,TOYOTA,RAV4,N/A,County,SOUTHLAWN LA,County,E GUDE DR,N/A,ICE,,
MCP3091004G,230071626,Montgomery County Police,Injury Crash,2023-12-14T07:27:00.000,,SAME DIRECTION SIDESWIPE,CLEAR,DAYLIGHT,NO CONTROLS,N/A,6FDE44D3-808B-4CC7-833F-C5B596740567,No,NO APPARENT INJURY,"ICY OR SNOW-COVERED, N/A",NOT DISTRACTED,DE,5D0CAD3A-0D76-4C87-96CE-2BD70978EED7,NO DAMAGE,THREE OCLOCK,THREE OCLOCK,"OTHER LIGHT TRUCKS (10,000LBS (4,536KG) OR LESS)",STOPPED IN TRAFFIC LANE,South,South,40,No,No,2018,KENW,TR,N/A,County,SOUTHLAWN LA,County,E GUDE DR,N/A,ICE,,
DD5567001Z,230071625,Rockville Police Departme,Property Damage Crash,2023-12-14T07:24:00.000,IFO 200 BLK POPLAR SPRING RD,OTHER,CLEAR,DAYLIGHT,N/A,NONE DETECTED,6F418C1C-6E2A-4F90-8B05-45098CC7FEE8,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,7D92C561-3DB8-46FB-94E7-12602268615E,FUNCTIONAL,EIGHT OCLOCK,EIGHT OCLOCK,OTHER,MAKING LEFT TURN,West,North,0,No,No,2014,MACK,TRASH TRK,NO MISUSE,,,,,,,,
MCP2445005D,230071622,Montgomery County Police,Injury Crash,2023-12-14T07:22:00.000,,STRAIGHT MOVEMENT ANGLE,CLEAR,DAYLIGHT,STOP SIGN,NONE DETECTED,5EC7DB70-7D29-451A-A022-DEECA3E0B2B8,No,POSSIBLE INJURY,N/A,NOT DISTRACTED,MD,8CD1A64B-64FB-4A96-AC16-1FB45D86AEC2,DISABLING,ELEVEN OCLOCK,ELEVEN OCLOCK,STATION WAGON,MOVING CONSTANT SPEED,East,East,40,No,No,2018,MERCEDEZ BENS,GLE,N/A,County,MIDDLEBROOK RD,Unknown,ENT TO MIDDLEBROOK SQ SHOPPING CENTER,N/A,DRY,,
MCP2445005D,230071622,Montgomery County Police,Injury Crash,2023-12-14T07:22:00.000,,STRAIGHT MOVEMENT ANGLE,CLEAR,DAYLIGHT,STOP SIGN,NONE DETECTED,FD1197BD-8C83-434C-A702-56C8900CBA82,Yes,POSSIBLE INJURY,N/A,UNKNOWN,MD,CDB1F304-D207-4BC1-B342-0010177FE07E,DISABLING,SEVEN OCLOCK,SEVEN OCLOCK,PASSENGER CAR,MAKING LEFT TURN,West,North,40,No,No,2010,DODGE,CARAVAN,NO MISUSE,County,MIDDLEBROOK RD,Unknown,ENT TO MIDDLEBROOK SQ SHOPPING CENTER,N/A,DRY,,
MCP1564007R,230071621,Montgomery County Police,Property Damage Crash,2023-12-14T07:05:00.000,,SINGLE VEHICLE,CLEAR,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,2ED5A34F-CC85-4A4C-8837-A9BD2BCDEFC4,No,NO APPARENT INJURY,"ANIMAL, N/A",NOT DISTRACTED,MD,AB16F682-F28C-45D9-9C8B-722E53D5EB25,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,South,40,No,No,2021,SUBARU,IMPREZA,NO MISUSE,Maryland (State),GEORGIA AVE,County,HOLLOW CREST DR,N/A,DRY,,
MCP3280004F,230071615,Montgomery County Police,Injury Crash,2023-12-14T06:15:00.000,,SAME DIR REAR END,CLEAR,DARK NO LIGHTS,NO CONTROLS,NONE DETECTED,92A56259-3E69-4715-AAAC-086FB2E66D58,No,NO APPARENT INJURY,N/A,UNKNOWN,MD,89901928-DDF9-43BB-A41C-DDF1E225EEDA,FUNCTIONAL,SIX OCLOCK,SIX OCLOCK,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,South,South,50,No,No,2022,TOYOTA,HIGHLANDER,NO MISUSE,US (State),COLUMBIA PIKE,County,FAIRLAND RD,N/A,DRY,,
MCP3280004F,230071615,Montgomery County Police,Injury Crash,2023-12-14T06:15:00.000,,SAME DIR REAR END,CLEAR,DARK NO LIGHTS,NO CONTROLS,NONE DETECTED,E4E9A782-8D1A-4A00-94EB-CC21E5653543,Yes,SUSPECTED MINOR INJURY,N/A,UNKNOWN,MD,69281496-B8ED-419C-87A4-8E0F63D8A2E7,DESTROYED,TWELVE OCLOCK,TWELVE OCLOCK,POLICE VEHICLE/EMERGENCY,MOVING CONSTANT SPEED,South,South,50,No,No,2022,FORD,EXPLORER,N/A,US (State),COLUMBIA PIKE,County,FAIRLAND RD,N/A,DRY,,
MCP30210077,230071614,Montgomery County Police,Property Damage Crash,2023-12-14T06:00:00.000,,SAME DIR REAR END,CLEAR,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,5FF70563-3EE1-49F8-A464-280CF58BA4CE,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,31BE532A-E338-47ED-98CB-2C4A6583D54B,FUNCTIONAL,SIX OCLOCK,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,North,North,50,No,No,2023,TOYT,UT,NO MISUSE,US (State),COLUMBIA PIKE,County,MUSGROVE RD,N/A,DRY,,
MCP30210077,230071614,Montgomery County Police,Property Damage Crash,2023-12-14T06:00:00.000,,SAME DIR REAR END,CLEAR,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,2E76393A-E1F4-4C48-AECB-1B350899E2C0,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,E20E3A75-D446-4847-9E36-E5AA5BF064D5,DISABLING,SIX OCLOCK,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,North,North,50,No,No,2010,MITS,LANCER,NO MISUSE,US (State),COLUMBIA PIKE,County,MUSGROVE RD,N/A,DRY,,
MCP30210077,230071614,Montgomery County Police,Property Damage Crash,2023-12-14T06:00:00.000,,SAME DIR REAR END,CLEAR,DARK LIGHTS ON,TRAFFIC SIGNAL,UNKNOWN,0E010CB4-20FD-4930-969F-4FBC8A754026,Yes,NO APPARENT INJURY,N/A,UNKNOWN,,DF7D62BF-D126-4880-828A-93574450D354,UNKNOWN,TWELVE OCLOCK,TWELVE OCLOCK,UNKNOWN,MOVING CONSTANT SPEED,North,North,50,No,No,0,UNKNOWN,UNKNOWN,UNKNOWN,US (State),COLUMBIA PIKE,County,MUSGROVE RD,N/A,DRY,,
MCP2108001R,230071594,Montgomery County Police,Property Damage Crash,2023-12-13T23:00:00.000,,SINGLE VEHICLE,CLEAR,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,FA29967B-6596-4CD8-9555-C5B061C358AC,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,F31DF632-C170-4C88-BD65-FC17AC2C5242,DISABLING,ONE OCLOCK,ONE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,South,35,No,No,2023,CHEV,EQUINOX,NO MISUSE,Maryland (State),HUNGERFORD DR,Municipality,MANNAKEE ST,ROCKVILLE,DRY,,
MCP23350023,230071592,Montgomery County Police,Property Damage Crash,2023-12-13T23:00:00.000,,SINGLE VEHICLE,CLEAR,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,3EF21734-30CC-4442-8B96-67824A2F82CE,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,0480458F-4C56-4A95-B8BA-3370B679D14F,DISABLING,ELEVEN OCLOCK,ELEVEN OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,North,40,No,No,2006,MAZDA,MIATA,NO MISUSE,County,SNOWDEN FARM PKWY (PROP),County,SNOWDEN FARM PKWY (AHEAD),N/A,DRY,,
MCP32310014,230071591,Montgomery County Police,Injury Crash,2023-12-13T22:16:00.000,,SAME DIRECTION RIGHT TURN,CLEAR,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,6C32A448-669A-4D8D-AA16-24A8FA9E9338,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,DC,E67E39DF-78BF-4B60-862B-C3C1352942C9,DISABLING,THREE OCLOCK,THREE OCLOCK,PASSENGER CAR,MAKING RIGHT TURN,East,East,45,No,No,2016,BMW,3201,NO MISUSE,Maryland (State),ROCKVILLE PIKE,County,GROSVENOR LA,N/A,DRY,,
MCP32310014,230071591,Montgomery County Police,Injury Crash,2023-12-13T22:16:00.000,,SAME DIRECTION RIGHT TURN,CLEAR,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,EAA0D825-DBF7-463D-B107-F6F46765C25F,No,SUSPECTED MINOR INJURY,N/A,NOT DISTRACTED,MD,C537CDE6-51D0-4E58-B101-8B15F19FC04A,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,South,45,No,No,2021,CHEV,BLAZER,NO MISUSE,Maryland (State),ROCKVILLE PIKE,County,GROSVENOR LA,N/A,DRY,,
MCP93990020,230071589,Montgomery County Police,Property Damage Crash,2023-12-13T21:30:00.000,,STRAIGHT MOVEMENT ANGLE,CLEAR,DARK NO LIGHTS,STOP SIGN,NONE DETECTED,D3E4AA19-C53F-4744-9979-3C1D1B374FA9,Unknown,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,C2CBCE01-F832-4F05-9AC1-ED2C2D86B988,DISABLING,ONE OCLOCK,ONE OCLOCK,PASSENGER CAR,STARTING FROM LANE,East,East,30,No,No,2008,SUBA,4S,NO MISUSE,County,GLEN RD,County,PINEY MEETINGHOUSE RD,N/A,DRY,,
MCP93990020,230071589,Montgomery County Police,Property Damage Crash,2023-12-13T21:30:00.000,,STRAIGHT MOVEMENT ANGLE,CLEAR,DARK NO LIGHTS,STOP SIGN,NONE DETECTED,C7814C70-42F7-433D-8D16-8545C174CDB6,Unknown,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,01F934CF-A9E0-4DDD-8A39-34DCF2488268,FUNCTIONAL,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,STARTING FROM LANE,North,North,30,No,No,2014,NISSAN,ROGUE,N/A,County,GLEN RD,County,PINEY MEETINGHOUSE RD,N/A,DRY,,
MCP2875007Y,230071586,Montgomery County Police,Property Damage Crash,2023-12-13T20:41:00.000,,SAME DIR REAR END,CLEAR,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,10763C21-3F23-4118-A841-5A0EAB03C16A,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,ED425292-E789-4DA2-931E-5948D5EBFE6F,DESTROYED,SIX OCLOCK,SIX OCLOCK,PASSENGER CAR,ACCELERATING,North,North,40,No,No,2004,TOYOTA,CAMRY,NO MISUSE,Maryland (State),RIDGE RD,County,KAKAE DR,N/A,DRY,,
MCP2875007Y,230071586,Montgomery County Police,Property Damage Crash,2023-12-13T20:41:00.000,,SAME DIR REAR END,CLEAR,DARK LIGHTS ON,NO CONTROLS,ALCOHOL PRESENT,BAA4A5FF-C454-4138-9880-DE4B06F82F8B,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,D094CCA6-8551-42A4-BA87-D50BA06BD79E,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,North,40,No,No,2001,LEXUS,ES300,NO MISUSE,Maryland (State),RIDGE RD,County,KAKAE DR,N/A,DRY,,
MCP3228005K,230071571,Montgomery County Police,Injury Crash,2023-12-13T19:29:00.000,,SAME DIR REAR END,CLEAR,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,D20C5B97-878C-4F23-B3E7-7233F661E64F,Yes,SUSPECTED MINOR INJURY,N/A,LOOKED BUT DID NOT SEE,MD,98F02DA4-F73B-46E8-8D09-3583F80447F4,DESTROYED,TWELVE OCLOCK,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,West,West,25,No,No,2007,TOYOTA,RAV4,NO MISUSE,County,DOVER RD,County,OLD DOVER RD,N/A,DRY,,
MCP2780007K,230071565,Montgomery County Police,Injury Crash,2023-12-13T18:50:00.000,,HEAD ON LEFT TURN,CLOUDY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,CBF7DAC5-2F68-4905-8D48-1AEFE21273D9,No,POSSIBLE INJURY,N/A,NOT DISTRACTED,MD,F90EB2CA-B825-4D64-8C53-E723808BF61B,FUNCTIONAL,TWELVE OCLOCK,TWELVE OCLOCK,PICKUP TRUCK,MOVING CONSTANT SPEED,South,South,45,No,No,2017,TOYTOTA,TACOMA,NO MISUSE,Maryland (State),FREDERICK RD,County,SHAKESPEARE BLVD,N/A,DRY,,
MCP2780007K,230071565,Montgomery County Police,Injury Crash,2023-12-13T18:50:00.000,,HEAD ON LEFT TURN,CLOUDY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,B7ED95AC-7A1E-4D54-9E46-0A152C5C6044,Yes,POSSIBLE INJURY,N/A,LOOKED BUT DID NOT SEE,MD,A0F9ABB8-82AA-43B3-B016-4D3E563004F2,FUNCTIONAL,THREE OCLOCK,THREE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,West,North,45,No,No,2017,TOYOTA,COROLLA,NO MISUSE,Maryland (State),FREDERICK RD,County,SHAKESPEARE BLVD,N/A,DRY,,
MCP2760004L,230071552,Montgomery County Police,Injury Crash,2023-12-13T17:50:00.000,,SAME DIR REAR END,CLEAR,DARK LIGHTS ON,TRAFFIC SIGNAL,N/A,573D3F96-D7FF-422E-9B16-85D38009D3C8,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,99DC0827-BE70-422E-949C-7FBDA3D98636,SUPERFICIAL,SIX OCLOCK,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,North,North,50,No,No,2016,FORD,TK,NO MISUSE,Maryland (State),MIDCOUNTY HWY,County,PIER POINT PL,N/A,DRY,,
MCP2760004L,230071552,Montgomery County Police,Injury Crash,2023-12-13T17:50:00.000,,SAME DIR REAR END,CLEAR,DARK LIGHTS ON,TRAFFIC SIGNAL,N/A,D8E7C581-6A99-45D8-BDDA-85825D5E8D51,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,6E8D8D6C-E302-4289-BA03-FCA8FEB9964F,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,North,North,50,No,No,2014,CHEV,4S,NO MISUSE,Maryland (State),MIDCOUNTY HWY,County,PIER POINT PL,N/A,DRY,,
MCP3220004J,230071551,Montgomery County Police,Injury Crash,2023-12-13T17:37:00.000,,STRAIGHT MOVEMENT ANGLE,CLEAR,DUSK,TRAFFIC SIGNAL,NONE DETECTED,8FF8F2BB-0212-4831-A1B1-93904B2C26ED,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,08AE718A-87E8-4926-9267-46E82536A0FB,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,East,South,45,No,No,2016,TOYT,SD,NO MISUSE,County,MUDDY BRANCH RD,County,HARMONY HALL RD,N/A,DRY,,
MCP3220004J,230071551,Montgomery County Police,Injury Crash,2023-12-13T17:37:00.000,,STRAIGHT MOVEMENT ANGLE,CLEAR,DUSK,TRAFFIC SIGNAL,NONE DETECTED,C16144D0-85B4-423C-94D4-CEA7E3006A98,No,POSSIBLE INJURY,N/A,NOT DISTRACTED,MD,33BD0CBC-5FA7-40C4-8AE5-AA31F7E6CF30,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,North,45,No,No,2010,HOND,4S,NO MISUSE,County,MUDDY BRANCH RD,County,HARMONY HALL RD,N/A,DRY,,
MCP33560015,230071542,Montgomery County Police,Property Damage Crash,2023-12-13T16:40:00.000,,STRAIGHT MOVEMENT ANGLE,CLEAR,DARK LIGHTS ON,STOP SIGN,NONE DETECTED,F8348088-01B1-4F7B-ADCE-8893A4EF710F,Yes,NO APPARENT INJURY,N/A,INATTENTIVE OR LOST IN THOUGHT,MD,A08DC4A2-55FA-4176-8F8C-C471AF4058F8,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,ACCELERATING,South,South,35,No,No,2003,TOYOTA,HIGHLANDER,NO MISUSE,County,HAWKINS CREAMERY RD,County,SILVER CREST DR,N/A,DRY,,
MCP33560015,230071542,Montgomery County Police,Property Damage Crash,2023-12-13T16:40:00.000,,STRAIGHT MOVEMENT ANGLE,CLEAR,DARK LIGHTS ON,STOP SIGN,NONE DETECTED,0B341843-A975-4CF8-8F2B-76184D412722,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,30B8C1ED-42D9-443E-9066-4212BEAA27E7,DISABLING,ONE OCLOCK,ONE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,West,35,No,No,2014,TOYT,SCION XB,NO MISUSE,County,HAWKINS CREAMERY RD,County,SILVER CREST DR,N/A,DRY,,
